series,n_o,n_e,d_ETL_nm,n_eff,TM,TE
n_e=1.80,1.8000,1.8000,100,2.16400,2.911488e-02,2.090325e-04
n_e=1.80,1.8000,1.8000,100,2.16450,2.886470e-02,2.084615e-04
n_e=1.80,1.8000,1.8000,100,2.16500,2.861764e-02,2.078924e-04
n_e=1.80,1.8000,1.8000,100,2.16550,2.837363e-02,2.073254e-04
n_e=1.80,1.8000,1.8000,100,2.16600,2.813263e-02,2.067603e-04
n_e=1.80,1.8000,1.8000,100,2.16650,2.789459e-02,2.061972e-04
n_e=1.80,1.8000,1.8000,100,2.16700,2.765946e-02,2.056361e-04
n_e=1.80,1.8000,1.8000,100,2.16750,2.742719e-02,2.050770e-04
n_e=1.80,1.8000,1.8000,100,2.16800,2.719775e-02,2.045198e-04
n_e=1.80,1.8000,1.8000,100,2.16850,2.697107e-02,2.039645e-04
n_e=1.80,1.8000,1.8000,100,2.16900,2.674713e-02,2.034112e-04
n_e=1.80,1.8000,1.8000,100,2.16950,2.652588e-02,2.028598e-04
n_e=1.80,1.8000,1.8000,100,2.17000,2.630727e-02,2.023103e-04
n_e=1.80,1.8000,1.8000,100,2.17050,2.609127e-02,2.017627e-04
n_e=1.80,1.8000,1.8000,100,2.17100,2.587782e-02,2.012171e-04
n_e=1.80,1.8000,1.8000,100,2.17150,2.566690e-02,2.006733e-04
n_e=1.80,1.8000,1.8000,100,2.17200,2.545847e-02,2.001314e-04
n_e=1.80,1.8000,1.8000,100,2.17250,2.525247e-02,1.995914e-04
n_e=1.80,1.8000,1.8000,100,2.17300,2.504889e-02,1.990532e-04
n_e=1.80,1.8000,1.8000,100,2.17350,2.484768e-02,1.985169e-04
n_e=1.80,1.8000,1.8000,100,2.17400,2.464880e-02,1.979825e-04
n_e=1.80,1.8000,1.8000,100,2.17450,2.445222e-02,1.974499e-04
n_e=1.80,1.8000,1.8000,100,2.17500,2.425790e-02,1.969191e-04
n_e=1.80,1.8000,1.8000,100,2.17550,2.406582e-02,1.963901e-04
n_e=1.80,1.8000,1.8000,100,2.17600,2.387592e-02,1.958630e-04
n_e=1.80,1.8000,1.8000,100,2.17650,2.368820e-02,1.953377e-04
n_e=1.80,1.8000,1.8000,100,2.17700,2.350260e-02,1.948142e-04
n_e=1.80,1.8000,1.8000,100,2.17750,2.331910e-02,1.942925e-04
n_e=1.80,1.8000,1.8000,100,2.17800,2.313768e-02,1.937725e-04
n_e=1.80,1.8000,1.8000,100,2.17850,2.295828e-02,1.932544e-04
n_e=1.80,1.8000,1.8000,100,2.17900,2.278090e-02,1.927380e-04
n_e=1.80,1.8000,1.8000,100,2.17950,2.260549e-02,1.922234e-04
n_e=1.80,1.8000,1.8000,100,2.18000,2.243203e-02,1.917105e-04
n_e=1.80,1.8000,1.8000,100,2.18050,2.226050e-02,1.911994e-04
n_e=1.80,1.8000,1.8000,100,2.18100,2.209085e-02,1.906900e-04
n_e=1.80,1.8000,1.8000,100,2.18150,2.192307e-02,1.901824e-04
n_e=1.80,1.8000,1.8000,100,2.18200,2.175713e-02,1.896765e-04
n_e=1.80,1.8000,1.8000,100,2.18250,2.159300e-02,1.891723e-04
n_e=1.80,1.8000,1.8000,100,2.18300,2.143066e-02,1.886698e-04
n_e=1.80,1.8000,1.8000,100,2.18350,2.127008e-02,1.881690e-04
n_e=1.80,1.8000,1.8000,100,2.18400,2.111123e-02,1.876699e-04
n_e=1.80,1.8000,1.8000,100,2.18450,2.095409e-02,1.871725e-04
n_e=1.80,1.8000,1.8000,100,2.18500,2.079864e-02,1.866768e-04
n_e=1.80,1.8000,1.8000,100,2.18550,2.064486e-02,1.861828e-04
n_e=1.80,1.8000,1.8000,100,2.18600,2.049271e-02,1.856904e-04
n_e=1.80,1.8000,1.8000,100,2.18650,2.034218e-02,1.851997e-04
n_e=1.80,1.8000,1.8000,100,2.18700,2.019324e-02,1.847106e-04
n_e=1.80,1.8000,1.8000,100,2.18750,2.004588e-02,1.842232e-04
n_e=1.80,1.8000,1.8000,100,2.18800,1.990006e-02,1.837374e-04
n_e=1.80,1.8000,1.8000,100,2.18850,1.975578e-02,1.832533e-04
n_e=1.80,1.8000,1.8000,100,2.18900,1.961300e-02,1.827708e-04
n_e=1.80,1.8000,1.8000,100,2.18950,1.947171e-02,1.822899e-04
n_e=1.80,1.8000,1.8000,100,2.19000,1.933188e-02,1.818106e-04
n_e=1.80,1.8000,1.8000,100,2.19050,1.919350e-02,1.813329e-04
n_e=1.80,1.8000,1.8000,100,2.19100,1.905655e-02,1.808568e-04
n_e=1.80,1.8000,1.8000,100,2.19150,1.892101e-02,1.803823e-04
n_e=1.80,1.8000,1.8000,100,2.19200,1.878686e-02,1.799094e-04
n_e=1.80,1.8000,1.8000,100,2.19250,1.865407e-02,1.794380e-04
n_e=1.80,1.8000,1.8000,100,2.19300,1.852264e-02,1.789683e-04
n_e=1.80,1.8000,1.8000,100,2.19350,1.839254e-02,1.785001e-04
n_e=1.80,1.8000,1.8000,100,2.19400,1.826376e-02,1.780334e-04
n_e=1.80,1.8000,1.8000,100,2.19450,1.813628e-02,1.775683e-04
n_e=1.80,1.8000,1.8000,100,2.19500,1.801007e-02,1.771048e-04
n_e=1.80,1.8000,1.8000,100,2.19550,1.788514e-02,1.766428e-04
n_e=1.80,1.8000,1.8000,100,2.19600,1.776145e-02,1.761823e-04
n_e=1.80,1.8000,1.8000,100,2.19650,1.763899e-02,1.757233e-04
n_e=1.80,1.8000,1.8000,100,2.19700,1.751775e-02,1.752659e-04
n_e=1.80,1.8000,1.8000,100,2.19750,1.739770e-02,1.748100e-04
n_e=1.80,1.8000,1.8000,100,2.19800,1.727884e-02,1.743555e-04
n_e=1.80,1.8000,1.8000,100,2.19850,1.716115e-02,1.739026e-04
n_e=1.80,1.8000,1.8000,100,2.19900,1.704462e-02,1.734512e-04
n_e=1.80,1.8000,1.8000,100,2.19950,1.692922e-02,1.730012e-04
n_e=1.80,1.8000,1.8000,100,2.20000,1.681495e-02,1.725528e-04
n_e=1.80,1.8000,1.8000,100,2.20050,1.670178e-02,1.721058e-04
n_e=1.80,1.8000,1.8000,100,2.20100,1.658971e-02,1.716603e-04
n_e=1.80,1.8000,1.8000,100,2.20150,1.647873e-02,1.712162e-04
n_e=1.80,1.8000,1.8000,100,2.20200,1.636881e-02,1.707736e-04
n_e=1.80,1.8000,1.8000,100,2.20250,1.625995e-02,1.703325e-04
n_e=1.80,1.8000,1.8000,100,2.20300,1.615213e-02,1.698928e-04
n_e=1.80,1.8000,1.8000,100,2.20350,1.604533e-02,1.694545e-04
n_e=1.80,1.8000,1.8000,100,2.20400,1.593956e-02,1.690177e-04
n_e=1.80,1.8000,1.8000,100,2.20450,1.583478e-02,1.685823e-04
n_e=1.80,1.8000,1.8000,100,2.20500,1.573100e-02,1.681483e-04
n_e=1.80,1.8000,1.8000,100,2.20550,1.562819e-02,1.677157e-04
n_e=1.80,1.8000,1.8000,100,2.20600,1.552635e-02,1.672846e-04
n_e=1.80,1.8000,1.8000,100,2.20650,1.542546e-02,1.668548e-04
n_e=1.80,1.8000,1.8000,100,2.20700,1.532552e-02,1.664264e-04
n_e=1.80,1.8000,1.8000,100,2.20750,1.522651e-02,1.659995e-04
n_e=1.80,1.8000,1.8000,100,2.20800,1.512841e-02,1.655739e-04
n_e=1.80,1.8000,1.8000,100,2.20850,1.503123e-02,1.651497e-04
n_e=1.80,1.8000,1.8000,100,2.20900,1.493494e-02,1.647269e-04
n_e=1.80,1.8000,1.8000,100,2.20950,1.483954e-02,1.643054e-04
n_e=1.80,1.8000,1.8000,100,2.21000,1.474501e-02,1.638853e-04
n_e=1.80,1.8000,1.8000,100,2.21050,1.465135e-02,1.634666e-04
n_e=1.80,1.8000,1.8000,100,2.21100,1.455855e-02,1.630492e-04
n_e=1.80,1.8000,1.8000,100,2.21150,1.446659e-02,1.626332e-04
n_e=1.80,1.8000,1.8000,100,2.21200,1.437546e-02,1.622185e-04
n_e=1.80,1.8000,1.8000,100,2.21250,1.428516e-02,1.618051e-04
n_e=1.80,1.8000,1.8000,100,2.21300,1.419567e-02,1.613931e-04
n_e=1.80,1.8000,1.8000,100,2.21350,1.410699e-02,1.609824e-04
n_e=1.80,1.8000,1.8000,100,2.21400,1.401910e-02,1.605730e-04
n_e=1.80,1.8000,1.8000,100,2.21450,1.393200e-02,1.601649e-04
n_e=1.80,1.8000,1.8000,100,2.21500,1.384568e-02,1.597582e-04
n_e=1.80,1.8000,1.8000,100,2.21550,1.376013e-02,1.593527e-04
n_e=1.80,1.8000,1.8000,100,2.21600,1.367533e-02,1.589485e-04
n_e=1.80,1.8000,1.8000,100,2.21650,1.359129e-02,1.585457e-04
n_e=1.80,1.8000,1.8000,100,2.21700,1.350798e-02,1.581441e-04
n_e=1.80,1.8000,1.8000,100,2.21750,1.342541e-02,1.577438e-04
n_e=1.80,1.8000,1.8000,100,2.21800,1.334356e-02,1.573448e-04
n_e=1.80,1.8000,1.8000,100,2.21850,1.326243e-02,1.569470e-04
n_e=1.80,1.8000,1.8000,100,2.21900,1.318201e-02,1.565506e-04
n_e=1.80,1.8000,1.8000,100,2.21950,1.310229e-02,1.561554e-04
n_e=1.80,1.8000,1.8000,100,2.22000,1.302326e-02,1.557614e-04
n_e=1.80,1.8000,1.8000,100,2.22050,1.294491e-02,1.553687e-04
n_e=1.80,1.8000,1.8000,100,2.22100,1.286724e-02,1.549772e-04
n_e=1.80,1.8000,1.8000,100,2.22150,1.279024e-02,1.545870e-04
n_e=1.80,1.8000,1.8000,100,2.22200,1.271390e-02,1.541980e-04
n_e=1.80,1.8000,1.8000,100,2.22250,1.263822e-02,1.538103e-04
n_e=1.80,1.8000,1.8000,100,2.22300,1.256318e-02,1.534238e-04
n_e=1.80,1.8000,1.8000,100,2.22350,1.248878e-02,1.530385e-04
n_e=1.80,1.8000,1.8000,100,2.22400,1.241501e-02,1.526544e-04
n_e=1.80,1.8000,1.8000,100,2.22450,1.234186e-02,1.522716e-04
n_e=1.80,1.8000,1.8000,100,2.22500,1.226934e-02,1.518899e-04
n_e=1.80,1.8000,1.8000,100,2.22550,1.219742e-02,1.515094e-04
n_e=1.80,1.8000,1.8000,100,2.22600,1.212611e-02,1.511302e-04
n_e=1.80,1.8000,1.8000,100,2.22650,1.205540e-02,1.507521e-04
n_e=1.80,1.8000,1.8000,100,2.22700,1.198528e-02,1.503753e-04
n_e=1.80,1.8000,1.8000,100,2.22750,1.191574e-02,1.499996e-04
n_e=1.80,1.8000,1.8000,100,2.22800,1.184678e-02,1.496251e-04
n_e=1.80,1.8000,1.8000,100,2.22850,1.177840e-02,1.492517e-04
n_e=1.80,1.8000,1.8000,100,2.22900,1.171058e-02,1.488796e-04
n_e=1.80,1.8000,1.8000,100,2.22950,1.164332e-02,1.485086e-04
n_e=1.80,1.8000,1.8000,100,2.23000,1.157661e-02,1.481388e-04
n_e=1.80,1.8000,1.8000,100,2.23050,1.151045e-02,1.477701e-04
n_e=1.80,1.8000,1.8000,100,2.23100,1.144483e-02,1.474026e-04
n_e=1.80,1.8000,1.8000,100,2.23150,1.137975e-02,1.470362e-04
n_e=1.80,1.8000,1.8000,100,2.23200,1.131520e-02,1.466710e-04
n_e=1.80,1.8000,1.8000,100,2.23250,1.125117e-02,1.463069e-04
n_e=1.80,1.8000,1.8000,100,2.23300,1.118767e-02,1.459439e-04
n_e=1.80,1.8000,1.8000,100,2.23350,1.112467e-02,1.455821e-04
n_e=1.80,1.8000,1.8000,100,2.23400,1.106219e-02,1.452214e-04
n_e=1.80,1.8000,1.8000,100,2.23450,1.100020e-02,1.448618e-04
n_e=1.80,1.8000,1.8000,100,2.23500,1.093872e-02,1.445033e-04
n_e=1.80,1.8000,1.8000,100,2.23550,1.087772e-02,1.441460e-04
n_e=1.80,1.8000,1.8000,100,2.23600,1.081722e-02,1.437897e-04
n_e=1.80,1.8000,1.8000,100,2.23650,1.075719e-02,1.434346e-04
n_e=1.80,1.8000,1.8000,100,2.23700,1.069764e-02,1.430805e-04
n_e=1.80,1.8000,1.8000,100,2.23750,1.063857e-02,1.427276e-04
n_e=1.80,1.8000,1.8000,100,2.23800,1.057996e-02,1.423757e-04
n_e=1.80,1.8000,1.8000,100,2.23850,1.052181e-02,1.420250e-04
n_e=1.80,1.8000,1.8000,100,2.23900,1.046412e-02,1.416753e-04
n_e=1.80,1.8000,1.8000,100,2.23950,1.040689e-02,1.413267e-04
n_e=1.80,1.8000,1.8000,100,2.24000,1.035010e-02,1.409791e-04
n_e=1.80,1.8000,1.8000,100,2.24050,1.029376e-02,1.406327e-04
n_e=1.80,1.8000,1.8000,100,2.24100,1.023785e-02,1.402873e-04
n_e=1.80,1.8000,1.8000,100,2.24150,1.018238e-02,1.399429e-04
n_e=1.80,1.8000,1.8000,100,2.24200,1.012734e-02,1.395996e-04
n_e=1.80,1.8000,1.8000,100,2.24250,1.007272e-02,1.392574e-04
n_e=1.80,1.8000,1.8000,100,2.24300,1.001853e-02,1.389162e-04
n_e=1.80,1.8000,1.8000,100,2.24350,9.964753e-03,1.385761e-04
n_e=1.80,1.8000,1.8000,100,2.24400,9.911390e-03,1.382370e-04
n_e=1.80,1.8000,1.8000,100,2.24450,9.858435e-03,1.378990e-04
n_e=1.80,1.8000,1.8000,100,2.24500,9.805884e-03,1.375620e-04
n_e=1.80,1.8000,1.8000,100,2.24550,9.753735e-03,1.372260e-04
n_e=1.80,1.8000,1.8000,100,2.24600,9.701982e-03,1.368910e-04
n_e=1.80,1.8000,1.8000,100,2.24650,9.650622e-03,1.365571e-04
n_e=1.80,1.8000,1.8000,100,2.24700,9.599651e-03,1.362241e-04
n_e=1.80,1.8000,1.8000,100,2.24750,9.549064e-03,1.358922e-04
n_e=1.80,1.8000,1.8000,100,2.24800,9.498859e-03,1.355613e-04
n_e=1.80,1.8000,1.8000,100,2.24850,9.449031e-03,1.352314e-04
n_e=1.80,1.8000,1.8000,100,2.24900,9.399577e-03,1.349025e-04
n_e=1.80,1.8000,1.8000,100,2.24950,9.350493e-03,1.345747e-04
n_e=1.80,1.8000,1.8000,100,2.25000,9.301776e-03,1.342478e-04
n_e=1.80,1.8000,1.8000,100,2.25050,9.253421e-03,1.339219e-04
n_e=1.80,1.8000,1.8000,100,2.25100,9.205425e-03,1.335969e-04
n_e=1.80,1.8000,1.8000,100,2.25150,9.157786e-03,1.332730e-04
n_e=1.80,1.8000,1.8000,100,2.25200,9.110498e-03,1.329501e-04
n_e=1.80,1.8000,1.8000,100,2.25250,9.063560e-03,1.326281e-04
n_e=1.80,1.8000,1.8000,100,2.25300,9.016967e-03,1.323071e-04
n_e=1.80,1.8000,1.8000,100,2.25350,8.970716e-03,1.319870e-04
n_e=1.80,1.8000,1.8000,100,2.25400,8.924805e-03,1.316680e-04
n_e=1.80,1.8000,1.8000,100,2.25450,8.879229e-03,1.313499e-04
n_e=1.80,1.8000,1.8000,100,2.25500,8.833985e-03,1.310327e-04
n_e=1.80,1.8000,1.8000,100,2.25550,8.789071e-03,1.307165e-04
n_e=1.80,1.8000,1.8000,100,2.25600,8.744483e-03,1.304013e-04
n_e=1.80,1.8000,1.8000,100,2.25650,8.700219e-03,1.300870e-04
n_e=1.80,1.8000,1.8000,100,2.25700,8.656274e-03,1.297736e-04
n_e=1.80,1.8000,1.8000,100,2.25750,8.612646e-03,1.294612e-04
n_e=1.80,1.8000,1.8000,100,2.25800,8.569332e-03,1.291497e-04
n_e=1.80,1.8000,1.8000,100,2.25850,8.526330e-03,1.288392e-04
n_e=1.80,1.8000,1.8000,100,2.25900,8.483635e-03,1.285295e-04
n_e=1.80,1.8000,1.8000,100,2.25950,8.441246e-03,1.282209e-04
n_e=1.80,1.8000,1.8000,100,2.26000,8.399159e-03,1.279131e-04
n_e=1.80,1.8000,1.8000,100,2.26050,8.357372e-03,1.276062e-04
n_e=1.80,1.8000,1.8000,100,2.26100,8.315881e-03,1.273003e-04
n_e=1.80,1.8000,1.8000,100,2.26150,8.274685e-03,1.269953e-04
n_e=1.80,1.8000,1.8000,100,2.26200,8.233779e-03,1.266912e-04
n_e=1.80,1.8000,1.8000,100,2.26250,8.193163e-03,1.263880e-04
n_e=1.80,1.8000,1.8000,100,2.26300,8.152832e-03,1.260857e-04
n_e=1.80,1.8000,1.8000,100,2.26350,8.112785e-03,1.257843e-04
n_e=1.80,1.8000,1.8000,100,2.26400,8.073018e-03,1.254838e-04
n_e=1.80,1.8000,1.8000,100,2.26450,8.033530e-03,1.251842e-04
n_e=1.80,1.8000,1.8000,100,2.26500,7.994317e-03,1.248854e-04
n_e=1.80,1.8000,1.8000,100,2.26550,7.955378e-03,1.245876e-04
n_e=1.80,1.8000,1.8000,100,2.26600,7.916708e-03,1.242906e-04
n_e=1.80,1.8000,1.8000,100,2.26650,7.878307e-03,1.239946e-04
n_e=1.80,1.8000,1.8000,100,2.26700,7.840172e-03,1.236994e-04
n_e=1.80,1.8000,1.8000,100,2.26750,7.802300e-03,1.234050e-04
n_e=1.80,1.8000,1.8000,100,2.26800,7.764689e-03,1.231116e-04
n_e=1.80,1.8000,1.8000,100,2.26850,7.727337e-03,1.228190e-04
n_e=1.80,1.8000,1.8000,100,2.26900,7.690241e-03,1.225272e-04
n_e=1.80,1.8000,1.8000,100,2.26950,7.653399e-03,1.222364e-04
n_e=1.80,1.8000,1.8000,100,2.27000,7.616808e-03,1.219464e-04
n_e=1.80,1.8000,1.8000,100,2.27050,7.580467e-03,1.216572e-04
n_e=1.80,1.8000,1.8000,100,2.27100,7.544374e-03,1.213689e-04
n_e=1.80,1.8000,1.8000,100,2.27150,7.508525e-03,1.210814e-04
n_e=1.80,1.8000,1.8000,100,2.27200,7.472919e-03,1.207948e-04
n_e=1.80,1.8000,1.8000,100,2.27250,7.437554e-03,1.205090e-04
n_e=1.80,1.8000,1.8000,100,2.27300,7.402427e-03,1.202241e-04
n_e=1.80,1.8000,1.8000,100,2.27350,7.367537e-03,1.199400e-04
n_e=1.80,1.8000,1.8000,100,2.27400,7.332881e-03,1.196567e-04
n_e=1.80,1.8000,1.8000,100,2.27450,7.298458e-03,1.193743e-04
n_e=1.80,1.8000,1.8000,100,2.27500,7.264265e-03,1.190927e-04
n_e=1.80,1.8000,1.8000,100,2.27550,7.230300e-03,1.188119e-04
n_e=1.80,1.8000,1.8000,100,2.27600,7.196561e-03,1.185319e-04
n_e=1.80,1.8000,1.8000,100,2.27650,7.163047e-03,1.182528e-04
n_e=1.80,1.8000,1.8000,100,2.27700,7.129756e-03,1.179744e-04
n_e=1.80,1.8000,1.8000,100,2.27750,7.096684e-03,1.176969e-04
n_e=1.80,1.8000,1.8000,100,2.27800,7.063831e-03,1.174202e-04
n_e=1.80,1.8000,1.8000,100,2.27850,7.031195e-03,1.171443e-04
n_e=1.80,1.8000,1.8000,100,2.27900,6.998774e-03,1.168691e-04
n_e=1.80,1.8000,1.8000,100,2.27950,6.966566e-03,1.165948e-04
n_e=1.80,1.8000,1.8000,100,2.28000,6.934568e-03,1.163213e-04
n_e=1.80,1.8000,1.8000,100,2.28050,6.902780e-03,1.160486e-04
n_e=1.80,1.8000,1.8000,100,2.28100,6.871200e-03,1.157767e-04
n_e=1.80,1.8000,1.8000,100,2.28150,6.839825e-03,1.155055e-04
n_e=1.80,1.8000,1.8000,100,2.28200,6.808655e-03,1.152352e-04
n_e=1.80,1.8000,1.8000,100,2.28250,6.777686e-03,1.149656e-04
n_e=1.80,1.8000,1.8000,100,2.28300,6.746918e-03,1.146968e-04
n_e=1.80,1.8000,1.8000,100,2.28350,6.716349e-03,1.144288e-04
n_e=1.80,1.8000,1.8000,100,2.28400,6.685978e-03,1.141615e-04
n_e=1.80,1.8000,1.8000,100,2.28450,6.655801e-03,1.138951e-04
n_e=1.80,1.8000,1.8000,100,2.28500,6.625819e-03,1.136294e-04
n_e=1.80,1.8000,1.8000,100,2.28550,6.596029e-03,1.133644e-04
n_e=1.80,1.8000,1.8000,100,2.28600,6.566429e-03,1.131003e-04
n_e=1.80,1.8000,1.8000,100,2.28650,6.537019e-03,1.128368e-04
n_e=1.80,1.8000,1.8000,100,2.28700,6.507796e-03,1.125742e-04
n_e=1.80,1.8000,1.8000,100,2.28750,6.478759e-03,1.123123e-04
n_e=1.80,1.8000,1.8000,100,2.28800,6.449906e-03,1.120511e-04
n_e=1.80,1.8000,1.8000,100,2.28850,6.421236e-03,1.117907e-04
n_e=1.80,1.8000,1.8000,100,2.28900,6.392748e-03,1.115311e-04
n_e=1.80,1.8000,1.8000,100,2.28950,6.364439e-03,1.112722e-04
n_e=1.80,1.8000,1.8000,100,2.29000,6.336309e-03,1.110140e-04
n_e=1.80,1.8000,1.8000,100,2.29050,6.308355e-03,1.107566e-04
n_e=1.80,1.8000,1.8000,100,2.29100,6.280577e-03,1.104999e-04
n_e=1.80,1.8000,1.8000,100,2.29150,6.252973e-03,1.102439e-04
n_e=1.80,1.8000,1.8000,100,2.29200,6.225542e-03,1.099887e-04
n_e=1.80,1.8000,1.8000,100,2.29250,6.198281e-03,1.097342e-04
n_e=1.80,1.8000,1.8000,100,2.29300,6.171191e-03,1.094804e-04
n_e=1.80,1.8000,1.8000,100,2.29350,6.144269e-03,1.092274e-04
n_e=1.80,1.8000,1.8000,100,2.29400,6.117513e-03,1.089751e-04
n_e=1.80,1.8000,1.8000,100,2.29450,6.090924e-03,1.087234e-04
n_e=1.80,1.8000,1.8000,100,2.29500,6.064499e-03,1.084726e-04
n_e=1.80,1.8000,1.8000,100,2.29550,6.038237e-03,1.082224e-04
n_e=1.80,1.8000,1.8000,100,2.29600,6.012136e-03,1.079729e-04
n_e=1.80,1.8000,1.8000,100,2.29650,5.986196e-03,1.077241e-04
n_e=1.80,1.8000,1.8000,100,2.29700,5.960415e-03,1.074761e-04
n_e=1.80,1.8000,1.8000,100,2.29750,5.934792e-03,1.072287e-04
n_e=1.80,1.8000,1.8000,100,2.29800,5.909326e-03,1.069821e-04
n_e=1.80,1.8000,1.8000,100,2.29850,5.884014e-03,1.067361e-04
n_e=1.80,1.8000,1.8000,100,2.29900,5.858857e-03,1.064909e-04
n_e=1.80,1.8000,1.8000,100,2.29950,5.833853e-03,1.062463e-04
n_e=1.80,1.8000,1.8000,100,2.30000,5.809000e-03,1.060025e-04
n_e=1.80,1.8000,1.8000,100,2.30050,5.784298e-03,1.057593e-04
n_e=1.80,1.8000,1.8000,100,2.30100,5.759745e-03,1.055168e-04
n_e=1.80,1.8000,1.8000,100,2.30150,5.735340e-03,1.052750e-04
n_e=1.80,1.8000,1.8000,100,2.30200,5.711082e-03,1.050338e-04
n_e=1.80,1.8000,1.8000,100,2.30250,5.686970e-03,1.047934e-04
n_e=1.80,1.8000,1.8000,100,2.30300,5.663003e-03,1.045536e-04
n_e=1.80,1.8000,1.8000,100,2.30350,5.639179e-03,1.043145e-04
n_e=1.80,1.8000,1.8000,100,2.30400,5.615497e-03,1.040761e-04
n_e=1.80,1.8000,1.8000,100,2.30450,5.591957e-03,1.038383e-04
n_e=1.80,1.8000,1.8000,100,2.30500,5.568557e-03,1.036012e-04
n_e=1.80,1.8000,1.8000,100,2.30550,5.545295e-03,1.033648e-04
n_e=1.80,1.8000,1.8000,100,2.30600,5.522172e-03,1.031290e-04
n_e=1.80,1.8000,1.8000,100,2.30650,5.499186e-03,1.028939e-04
n_e=1.80,1.8000,1.8000,100,2.30700,5.476336e-03,1.026595e-04
n_e=1.80,1.8000,1.8000,100,2.30750,5.453620e-03,1.024257e-04
n_e=1.80,1.8000,1.8000,100,2.30800,5.431038e-03,1.021926e-04
n_e=1.80,1.8000,1.8000,100,2.30850,5.408589e-03,1.019601e-04
n_e=1.80,1.8000,1.8000,100,2.30900,5.386272e-03,1.017283e-04
n_e=1.80,1.8000,1.8000,100,2.30950,5.364086e-03,1.014971e-04
n_e=1.80,1.8000,1.8000,100,2.31000,5.342029e-03,1.012665e-04
n_e=1.80,1.8000,1.8000,100,2.31050,5.320101e-03,1.010367e-04
n_e=1.80,1.8000,1.8000,100,2.31100,5.298300e-03,1.008074e-04
n_e=1.80,1.8000,1.8000,100,2.31150,5.276627e-03,1.005788e-04
n_e=1.80,1.8000,1.8000,100,2.31200,5.255079e-03,1.003508e-04
n_e=1.80,1.8000,1.8000,100,2.31250,5.233657e-03,1.001234e-04
n_e=1.80,1.8000,1.8000,100,2.31300,5.212358e-03,9.989673e-05
n_e=1.80,1.8000,1.8000,100,2.31350,5.191182e-03,9.967064e-05
n_e=1.80,1.8000,1.8000,100,2.31400,5.170128e-03,9.944518e-05
n_e=1.80,1.8000,1.8000,100,2.31450,5.149195e-03,9.922034e-05
n_e=1.80,1.8000,1.8000,100,2.31500,5.128383e-03,9.899613e-05
n_e=1.80,1.8000,1.8000,100,2.31550,5.107690e-03,9.877254e-05
n_e=1.80,1.8000,1.8000,100,2.31600,5.087115e-03,9.854957e-05
n_e=1.80,1.8000,1.8000,100,2.31650,5.066658e-03,9.832721e-05
n_e=1.80,1.8000,1.8000,100,2.31700,5.046318e-03,9.810547e-05
n_e=1.80,1.8000,1.8000,100,2.31750,5.026094e-03,9.788434e-05
n_e=1.80,1.8000,1.8000,100,2.31800,5.005984e-03,9.766382e-05
n_e=1.80,1.8000,1.8000,100,2.31850,4.985989e-03,9.744392e-05
n_e=1.80,1.8000,1.8000,100,2.31900,4.966107e-03,9.722461e-05
n_e=1.80,1.8000,1.8000,100,2.31950,4.946337e-03,9.700591e-05
n_e=1.80,1.8000,1.8000,100,2.32000,4.926679e-03,9.678782e-05
n_e=1.80,1.8000,1.8000,100,2.32050,4.907131e-03,9.657032e-05
n_e=1.80,1.8000,1.8000,100,2.32100,4.887694e-03,9.635342e-05
n_e=1.80,1.8000,1.8000,100,2.32150,4.868366e-03,9.613712e-05
n_e=1.80,1.8000,1.8000,100,2.32200,4.849146e-03,9.592141e-05
n_e=1.80,1.8000,1.8000,100,2.32250,4.830034e-03,9.570630e-05
n_e=1.80,1.8000,1.8000,100,2.32300,4.811028e-03,9.549177e-05
n_e=1.80,1.8000,1.8000,100,2.32350,4.792129e-03,9.527783e-05
n_e=1.80,1.8000,1.8000,100,2.32400,4.773335e-03,9.506448e-05
n_e=1.80,1.8000,1.8000,100,2.32450,4.754645e-03,9.485171e-05
n_e=1.80,1.8000,1.8000,100,2.32500,4.736059e-03,9.463953e-05
n_e=1.80,1.8000,1.8000,100,2.32550,4.717576e-03,9.442792e-05
n_e=1.80,1.8000,1.8000,100,2.32600,4.699195e-03,9.421690e-05
n_e=1.80,1.8000,1.8000,100,2.32650,4.680916e-03,9.400645e-05
n_e=1.80,1.8000,1.8000,100,2.32700,4.662737e-03,9.379657e-05
n_e=1.80,1.8000,1.8000,100,2.32750,4.644659e-03,9.358727e-05
n_e=1.80,1.8000,1.8000,100,2.32800,4.626680e-03,9.337853e-05
n_e=1.80,1.8000,1.8000,100,2.32850,4.608799e-03,9.317037e-05
n_e=1.80,1.8000,1.8000,100,2.32900,4.591016e-03,9.296277e-05
n_e=1.80,1.8000,1.8000,100,2.32950,4.573331e-03,9.275574e-05
n_e=1.80,1.8000,1.8000,100,2.33000,4.555742e-03,9.254927e-05
n_e=1.80,1.8000,1.8000,100,2.33050,4.538249e-03,9.234336e-05
n_e=1.80,1.8000,1.8000,100,2.33100,4.520851e-03,9.213801e-05
n_e=1.80,1.8000,1.8000,100,2.33150,4.503547e-03,9.193322e-05
n_e=1.80,1.8000,1.8000,100,2.33200,4.486337e-03,9.172899e-05
n_e=1.80,1.8000,1.8000,100,2.33250,4.469221e-03,9.152530e-05
n_e=1.80,1.8000,1.8000,100,2.33300,4.452197e-03,9.132217e-05
n_e=1.80,1.8000,1.8000,100,2.33350,4.435264e-03,9.111959e-05
